text,datetime,text_clean,sentiment
Álvaro Dias não consegue se centralizar na câmera. Só pode ser a água. Tem que olhar isso!,2018-10-04 23:07:56+00:00,álvaro conseguir centralizar o câmera só o água olhar,-1.0
"#HaddadE13  Vejo Haddad preparado para governar o Brasil, dia 7 é 13 !",2018-10-05 00:27:27+00:00,haddade13 haddad preparar parir governar o brasil 7 13,1.0
queria tá assim com o ciro que eu gosto #DebateNaGlobo https://t.co/RM89jsScAB,2018-10-04 23:57:15+00:00,querer tá o ciro gostar debatenaglobo,1.0
"Debate começou galera, pra quem diz entender de política e gosta de falar merda aqui no tt, assistam antes de falar mais merda, abrç",2018-10-04 22:10:16+00:00,debater começar galera pra entender político e gostar falar merda o t assistir antar falar merda abrç,-1.0
"Jair Bolsonaro ""Temos de dar um pé no traseiro do comunismo e do socialismo"", acho que dispensa mais comentários, 1⃣7⃣ é voto certo!! 

#BolsonaroNaRecord",2018-10-04 22:39:27+00:00,jair bolsonaro pé o traseiro comunismo e socialismo achar dispensar comentário 1⃣7⃣ votar certar bolsonaronarecord,1.0
Bolsonaro na Record alcançou quase metade da audiência do #DebateNaGlobo https://t.co/m6M9nIqch4 #Eleições2018 https://t.co/ycYYialUnX,2018-10-04 23:06:10+00:00,bolsonaro o record alcançar quase audiência debatenaglobo eleições2018,1.0
Acabou minha novela pra passar debate? Puta merdaaa,2018-10-04 22:27:59+00:00,acabar novelar pra passar debater puta merdaaa,-1.0
"Se Selena Gomes* e Miley Ciros* está com a gente, quem será contra nós #TsunamiCIRO https://t.co/SAVM7qnvJC",2018-10-04 23:07:55+00:00,selena gomar e miley ciros o gente nó tsunamiciro,0.0
*ciro's voice* rapaz o serra tá parecendo um nosferatu https://t.co/dpAUjGY47K,2018-10-05 00:17:30+00:00,ciro 's voice rapaz o serrar tá parecer nosferatu,0.0
Parem de puxar saco do Ciro,2018-10-04 23:41:45+00:00,parir puxar sacar ciro,-1.0
12 bozolovers é o tiro certo em vc,2018-10-04 22:39:50+00:00,12 bozolovers o tirar certar vc,0.0
Estou no estúdio da Globo onde acontece o debate. Estou na frente do púlpito e posso assegurar: Álvaro Dias não está sóbrio.,2018-10-04 23:23:25+00:00,o estúdio globo acontecer o debater o frente púlpito e assegurar álvaro sóbrio,-1.0
Vídeo de Bolsonaro na maçonaria levanta polêmica entre evangélicos https://t.co/TVxLSKaW08,2018-10-04 22:48:38+00:00,vídeo bolsonaro o maçonaria levantar polêmica entrar evangélico,-1.0
"""Você não devia falar sobre emprego, já que você é banqueiro, e banqueiro não trabalha""

PEI PEI PEI do Boulos no Meirelles. #DebateNaGlobo",2018-10-04 23:52:25+00:00,dever falar sobrar empregar banqueiro e banqueiro pei pei pei boulos o meirelles debatenaglobo,1.0
"""alckmin todo mundo gostaria de viver nesse mundo de fantasia que você apresenta"" O ESMURRO KKKKKKK",2018-10-04 22:48:19+00:00,alckmin mundo gostar viver n mundo fantasiar apresentar o esmurrar kkkkkkk,-1.0
Vou de Ciro!,2018-10-05 00:38:17+00:00,ciro,1.0
essa fala do boulos precisa ser eternizada. ditadura nunca mais e o fascismo não sobreviverá a democracia #DebateNaGlobo https://t.co/WvcbLPQ19b,2018-10-05 00:13:37+00:00,falir boulos preciso eternizar ditadura e o fascismo sobreviver o democracia debatenaglobo,1.0
e aguardando a carta do Álvaro Dias,2018-10-04 23:09:40+00:00,e aguardar o cartar álvaro,0.0
"marina silva ""o candidato bolsonaro amarelou deu uma entrevista para record e não veio debater conosco"" #DebateNaGlobo https://t.co/FeqYIvdGGd",2018-10-04 23:33:00+00:00,marino silvar o candidatar bolsonaro amarelar umar entrevisto parir record e vir debater conosco debatenaglobo,0.0
"""Eu ando com sem-teto, eu ando com sem-terra, eu só não ando com sem-vergonha""

Guilherme Boulos, casa comigo por favor! #DebateNaGlobo",2018-10-05 00:41:55+00:00,andar teto andar terra só andar vergonha guilherme boulos casar comigo debatenaglobo,1.0
as gemeas da lacração #BoulosNaGlobo #DebateNaGlobo https://t.co/ERbcXyjDfI,2018-10-04 23:54:47+00:00,o gemeas lacração boulosnaglobo debatenaglobo,0.0
Nossos governos foram responsáveis pela maior economia nas finanças públicas do país. A dívida pública dobrou quando FHC era presidente. Nós pagamos o FMI e reduzimos a dívida pública pela metade. #HaddadÉ13 #DebateNaGlobo,2018-10-04 22:29:47+00:00,governo responsável pelar economia o finanças público país o dívida público dobrar fhc presidente nó pagar o fmi e reduzir o dívida público pelar haddadé13 debatenaglobo,0.0
"Aah como é bom ver esses adolescenteszinhos pagando de intelectuais entendedores de geo-politica,moral e intelectua… https://t.co/CwQsK90RRA",2018-10-05 00:39:51+00:00,aah comer adolescenteszinhos pagar intelectual entendedor geo politicar moral e intelectua …,-1.0
Assunto do Ciro Gomes é só Bolsonaro,2018-10-05 00:06:08+00:00,assunto ciro gomar só bolsonaro,-1.0
#DebateNaGlobo  o Álvaro Dias me representa!!,2018-10-04 23:00:48+00:00,debatenaglobo o álvaro representar,1.0
Meireles vai acabar sendo o destaque no debate pois ta todo mundo chamando Meireles,2018-10-04 23:43:13+00:00,meireles acabar o destacar o debater pois ta mundo chamar meireles,1.0
"A divisão entre as transmissões da Record, com Bolsonaro, e da Globo, com os outros candidatos, é exatamente a divisão que há no Brasil: ou é o grande esquema comuna-petista ou é o Brasil! O anti-petismo é o MAIOR partido do nosso país! #BolsonaroNaRecord",2018-10-04 23:05:03+00:00,o divisão entrar o transmissão record bolsonaro e globo o candidato exatamente o divisão haver o brasil o esquema comuna petista o brasil o anti petismo o país bolsonaronarecord,-1.0
marina silva cala boca amor,2018-10-04 22:10:21+00:00,marino silvar calar bocar amor,-1.0
"A coisa mais covarde em um debate, é falar de quem não está presente para se defender. Vão tomar uma lavada histórica no dia 7. Quanto mais batem em Bolsonaro, mais ele cresce. A esquerdalha pira com o crescimento do capitão.17 NELES!",2018-10-05 00:31:00+00:00,o covarde debater falar presentar parir defender tomar umar lavar histórico o 7 quantum bater bolsonaro crescer o esquerdalha pirar o crescimento capitão.17 n,-1.0
Bora gente hj é #HaddadÉ13 já passamos o Bozo https://t.co/pvvlqW0Wgm,2018-10-04 21:56:33+00:00,bora gente hj haddadé13 passar o bozo,1.0
Bolsonaro mais uma vez amarelou. Ele deu uma entrevista pra Record e não veio aqui debater conosco #DebateNaGlobo #Vote18,2018-10-04 23:58:51+00:00,bolsonaro umar amarelar umar entrevisto pra record e vir debater conosco debatenaglobo vote18,-1.0
"O covarde se absteve do debate porque sabe que não precisa falar absolutamente nada, apresentar absolutamente nada,… https://t.co/5KeXummDKQ",2018-10-04 22:08:11+00:00,o covarde abster debater preciso falar absolutamente nado apresentar absolutamente nado …,-1.0
"Meu sentimento do mundo me diz que se Bolsonaro chegar à Presidência mergulharemos num grande caos social. Propiciará a volta dos militares.Ele não possui as qualidades intelectuais, emocionais e morais para representar o Brasil a si mesmo e ao mundo.Libertemo-nos desta desgraça.",2018-10-04 21:51:25+00:00,sentimento mundo bolsonaro chegar presidência mergulhar caos social propiciar o voltar militares.ele possuir o qualidade intelectual emocionar e morar parir representar o brasil o si e o o mundo.libertemo-nos d desgraçar,-1.0
"Meus dois principais argumentos pró-Ciro são 

- Não é do PT
- Não é o Bolsonaro

Meu voto é #TsunamiCIRO. Entretanto, se for o Haddad pro segundo turno: https://t.co/Cdw0JFQNCi",2018-10-04 22:03:24+00:00,principal argumento pró ciro pt o bolsonaro votar tsunamiciro entretanto o haddad pro segundar turno,1.0
Custo BRASIL!!! Alckmin e Boulos.,2018-10-04 22:45:36+00:00,custar brasil alckmin e boulos,0.0
"Ciro Gomes: ""quando demos a ideia de ‘ele não’ acabamos trazendo uma polarização que não ajuda nossa causa"". O que ajuda é chamar Bolsonaro de ""nazista filho da puta""? É só uma pergunta.",2018-10-04 23:20:19+00:00,ciro gomar demo o idear ‘ não’ acabar trazer umar polarização ajudar causar o ajudar chamar bolsonaro nazista filhar puta só umar perguntar,0.0
BOLSONARO SEU FILHO DA PUTA EU TE ODEIO https://t.co/N9t8wrEIEq,2018-10-04 21:52:13+00:00,bolsonaro filhar puta odiar,-1.0
"O momento! Boulos de Frente com Haddad, tirei meu chapéu...",2018-10-04 22:38:47+00:00,o boulos frente haddad tirar chapéu,1.0
"Foda-se o debate
Bolsonaro 17",2018-10-04 23:41:15+00:00,foder o debater bolsonaro 17,-1.0
Acho tão mico participar de debate sabendo que vai perder. #DebateNaGlobo,2018-10-04 22:30:28+00:00,achar mico participar debater perder debatenaglobo,-1.0
"#DebateNaGlobo Isso que é debate rapax, tirando o Coringa embriagado e Zé da Merenda.",2018-10-04 23:22:36+00:00,debatenaglobo debater rapax tirar o coringa embriagar e zé merendar,1.0
zzzzzzzzzzzzzzzz...Debate da Globo hoje merecia o patrocínicio exclusivo da Rede Copel de Colchões!,2018-10-05 00:30:33+00:00,zzzzzzzzzzzzzzzz debater globo merecer o patrocínicio exclusivo redar copel colchão,-1.0
Estou no estúdio da Globo onde acontece o debate. Estou na frente do púlpito e posso assegurar: Álvaro Dias não está sóbrio.,2018-10-04 23:49:30+00:00,o estúdio globo acontecer o debater o frente púlpito e assegurar álvaro sóbrio,-1.0
Minha bisavó achava que depois de uma certa idade as pessoas deviam ser impedidas a concorrer a cargos políticos...… https://t.co/1T94y3zWKp,2018-10-04 22:22:46+00:00,bisavô achar umar certo idade o pessoa dever impedir o concorrer o cargo político …,0.0
"@aosfatos Bonner esquece mais uma vez de sortear o assunto, e Ciro brinca: ""Acabei de merecer ganhar seu voto. [Sobre ser mais rápido que o ponto eletrônico]. É assim que vou governar o Brasil"" #UOLnasUrnas #InformacaocontraoAchismo #DebateNaGlobo",2018-10-05 00:20:43+00:00,@aosfatos bonner esquecer umar sortear o assunto e ciro brincar acabar merecer ganhar votar sobrar rápido o pontar eletrônico governar o brasil uolnasurnas informacaocontraoachismo debatenaglobo,0.0
"ciro dono da globo, até chamar atenção dos funcionários ele chama #DebateNaGlobo",2018-10-05 00:08:38+00:00,ciro dono globo chamar atenção funcionário chamar debatenaglobo,1.0
"Esperando vir o tema mais atual do debate.
#EleNão #DebateNaGlobo https://t.co/Dq6uSumoFl",2018-10-05 00:12:02+00:00,esperar o temer atual debater elenão debatenaglobo,0.0
GUILHERME BOULOS DONO DO MEU C,2018-10-04 23:55:45+00:00,guilherme boulos dono c,1.0
"⚡Em entrevista à Record, Bolsonaro atacou o PT, dizendo que Lula está conduzindo a campanha de Haddad da cadeia &gt;

https://t.co/Su41tPhP9D",2018-10-04 23:07:17+00:00,⚡ entrevisto record bolsonaro atacar o pt lula conduzir o campanha haddad cadeia gt,0.0
Ciro quer limpar o nome dos 63 milhões de Pessoas Físicas e também retirar os Pessoas Jurídicas (Empresários) das dívidas. #Ciro12 #DebateNaGlobo #TsunamiCIRO #CiroNaGlobo,2018-10-04 22:55:13+00:00,ciro querer limpar o 63 milhão pessoa físico e retirar o pessoa jurídico empresário dívida ciro12 debatenaglobo tsunamiciro cironaglobo,0.0
boulos obrigado por esse momento https://t.co/zREyrcZSD5,2018-10-04 22:56:57+00:00,boulos obrigar,1.0
esperando o debate acabar pra dormir https://t.co/OV5UQBiSFl,2018-10-05 00:26:32+00:00,esperar o debater acabar pra dormir,0.0
"“Teve mãe que não pode enterrar o filho [...] Se você vai poder votar é porque teve quem deu a vida por isso. [...] Temos que dar um grito, botar a bola no chão e dizer: ditadura nunca mais.”- Boulos

 #DebateNaGlobo https://t.co/2j1OjJq9KZ",2018-10-04 23:11:47+00:00,“ mãe enterrar o filhar votar o vidar gritar botar o bolar o chão e ditadura mais.”- boulos debatenaglobo,0.0
"Boulos diz que a Esquerda não tem medo da decisão popular

A maioria é contra o aborto, PSOL não aceita.

A maioria é contra o estatuto do desarmamento, PSOL não aceita.

A maioria é a favor da diminuição da maioridade penal, PSOL não aceita.

...

Boulos mente!

#DebateNaGlobo",2018-10-05 00:15:50+00:00,boulos o esquerdo medo decisão popular o o abortar psol aceito o o estatuto desarmamento psol aceito o o diminuição maioridade penal psol aceito boulos mentir debatenaglobo,-1.0
"#BolsonaroNaRecord

Bolsonaro: ""A esquerda nos dividiu. Olhem outros países, eles são primeiro mundo e não tem nada. Nós temos tudo e não somos nada. Essa política que existe lá fora deve ser aplicada aqui"".

- ""Queremos governar pelo exemplo e assim tiraremos o Brasil do buraco""",2018-10-04 23:20:41+00:00,bolsonaronarecord bolsonaro o esquerdo o dividir olhar país mundo e nado nó e nado político existir dever aplicar querer governar pelar e tirar o brasil buracar,1.0
to assistindo o debate e meu toc ta explodindo com essa linha solta na blusa da Marina,2018-10-04 22:12:44+00:00,to assistir o debater e toc ta explodir linha solto o blusa marino,-1.0
eu sou o ciro todinha,2018-10-04 23:22:23+00:00,o ciro,1.0
AS GRAVATAS DO CIRO E DO HADDAD SÃO IGUAIS! AHAHAHAHAHAHAH,2018-10-04 23:14:01+00:00,o gravata ciro e haddad igual ahahahahahahah,0.0
"Meu candidato está no debate. 
E o seu? 
#arregão",2018-10-04 22:01:19+00:00,candidatar o debater e o arregão,0.0
guilherme boulos pisa com classe,2018-10-04 23:55:04+00:00,guilherme boulos pisar classe,1.0
"Alvaro Dias pegou o lugar do Cabo Dacilo no debate, ele é o único que está falando umas verdades. #DebateNaGlobo",2018-10-04 23:16:30+00:00,alvaro o cabo dacilo o debater o único falar umar debatenaglobo,1.0
"Ou seja, o de sempre. https://t.co/Lk8yuRJyYk",2018-10-04 22:57:14+00:00,o,0.0
"@marcelo_balbi_ Lkkkkkkkkkk o Meirelles tá prestes a morrer, veiasso",2018-10-04 22:58:26+00:00,@marcelo_balbi lkkkkkkkkkk o meirelles tá prestar o morrer veiasso,-1.0
"@gcamarotti O formato do debate, faltou",2018-10-04 23:43:41+00:00,@gcamarotti o formato debater faltar,0.0
"URGENTE!!!
Revista Época prepara dossiê mentiroso contra Jair Bolsonaro pra soltar no sábado e não ter tempo de desmentir antes da eleição no domingo. O acusará de obrigar a ex mulher a fazer um aborto. Vão malhar o Jair, é a última cartada. Portando, estejam avisados e repassem.",2018-10-04 22:10:43+00:00,urgente revisto época preparar dossiê mentiroso jair bolsonaro pra soltar o sábado e desmentir antar eleição o domingo o acusar obrigar o ex mulher o abortar malhar o jair o cartar portar avisar e repassar,-1.0
Olha Marina atacando o PT!! 😂😂😂,2018-10-04 23:30:29+00:00,olhar marino atacar o pt 😂 😂 😂,1.0
"Candidato do Bolsonaro é o Olímpio. O voto tem que ser nele. Já disse, mas vou repetir: A aprovação de um Ministro do STF passa pelo Senado. Bolsonaro precisará ter maioria. Incrível como muitos não entendem isso! https://t.co/BB7rVK43Xr",2018-10-04 22:00:26+00:00,candidatar bolsonaro o olímpio o votar n repetir o aprovação ministrar stf passar pelar senado bolsonaro precisar incrível comer entender,1.0
"Boulos muda rumo e lembra que país saiu de ditadura: “Se vc vai votar domingo, é porque teve gente que deu avida para isso”. #DebatenaGlobo",2018-10-04 23:26:42+00:00,boulos mudo rumar e lembrar país sair ditadura “ vc votar domingo gente avida parir debatenaglobo,1.0
Eu AMO Boulos e Haddad detonando o Alckimin,2018-10-04 22:26:19+00:00,amar boulos e haddad detonar o alckimin,1.0
@andeerarraes exatamente kskskkk assim como todo o direito de dizer q meu coração é boulos e minha razão é ciro gomes.,2018-10-04 23:50:42+00:00,@andeerarraes exatamente kskskkk comer o direito q coração boulos e razão ciro gomar,1.0
"- Ciro tu tem que sempre ficar do lado do Boulos?
- Marina, minha querida, tá com ciúmes? https://t.co/BR7VmyjsOy",2018-10-04 22:08:20+00:00,ciro ficar boulos marino querido tá ciúme,-1.0
o boulos falando de combate às drogas pode emoldurar,2018-10-04 23:21:27+00:00,o boulos falar combater s drogar emoldurar,1.0
tem uma galera ali q nem precisava participar de debate pq nem a família deve votar neles imagine a gnt,2018-10-05 00:25:39+00:00,umar galera q precisar participar debater pq o família dever votar n imaginar o gnt,-1.0
Agora fala o mais preparado #HaddadÉ13 #DebateGlobo #Eleições2018,2018-10-04 22:25:30+00:00,falir o preparar haddadé13 debateglobo eleições2018,1.0
